CRN,Class Name,Building,long,lat,Size,start,end,mon,tues,wed,thur,fri
80684,ACCT 2101 A,Scheller College of Business 224,33.776533,-84.387765,70,11,12,True,False,True,False,False
85488,ACCT 2101 B,Scheller College of Business 202,33.776533,-84.387765,70,14,15,True,False,True,False,False
82300,ACCT 2101 C,Scheller College of Business 201,33.776533,-84.387765,70,9,11,False,True,False,True,False
80683,ACCT 2101 D,Scheller College of Business 201,33.776533,-84.387765,69,12,14,False,True,False,True,False
94194,ACCT 2101 E,Scheller College of Business 202,33.776533,-84.387765,69,12,14,False,True,False,False,False
82295,ACCT 2102 A,Scheller College of Business 224,33.776533,-84.387765,70,9,11,True,False,True,False,False
85522,ACCT 2102 B,Scheller College of Business 201,33.776533,-84.387765,35,14,15,False,True,False,True,False
80685,ACCT 2102 C,Scheller College of Business 222,33.776533,-84.387765,41,15,17,False,True,False,True,False
89426,AE 1355 A,Guggenheim Aerospace 244,33.771771,-84.395796,8,17,18,False,True,False,False,False
82083,AE 1355 A01,Guggenheim Aerospace 244,33.771771,-84.395796,8,18,21,False,True,False,True,False
87245,AE 1601 A,Instructional Center 215,33.775587,-84.401213,72,9,11,False,True,False,True,False
87246,AE 1601 B,Skiles 249,33.773568,-84.395957,68,12,14,False,True,False,True,False
87247,AE 1601 C,Skiles 249,33.773568,-84.395957,38,14,15,False,True,False,True,False
94065,AE 1601 D,Weber SST III 2,33.772949,-84.396066,51,17,18,False,True,False,True,False
85438,AE 2010 A,Guggenheim Aerospace 442,33.771771,-84.395796,73,8,10,False,False,True,False,True
85440,AE 2010 B,Skiles 249,33.773568,-84.395957,53,8,10,False,True,False,True,False
91346,AE 2010R A,Guggenheim Aerospace 442,33.771771,-84.395796,68,18,20,False,False,True,False,False
91347,AE 2010R B,Guggenheim Aerospace 442,33.771771,-84.395796,39,18,20,False,False,False,True,False
88231,AE 2011 A,Guggenheim Aerospace 442,33.771771,-84.395796,3,8,10,False,False,True,False,True
88232,AE 2011 B,Skiles 249,33.773568,-84.395957,4,8,10,False,True,False,True,False
89196,AE 2011R A,Guggenheim Aerospace 442,33.771771,-84.395796,2,18,20,False,False,True,False,False
89198,AE 2011R B,Guggenheim Aerospace 442,33.771771,-84.395796,4,18,20,False,False,False,True,False
80002,AE 2220 A,College of Computing 101,33.777576,-84.397352,56,9,11,False,True,False,True,False
84943,AE 2220 B,Skiles 249,33.773568,-84.395957,61,14,15,True,False,True,False,True
91348,AE 2220R A,Guggenheim Aerospace 442,33.771771,-84.395796,45,18,20,False,True,False,False,False
91349,AE 2220R B,Guggenheim Aerospace 442,33.771771,-84.395796,53,18,20,True,False,False,False,False
88233,AE 2221 A,College of Computing 101,33.777576,-84.397352,1,9,11,False,True,False,True,False
88234,AE 2221 B,Skiles 249,33.773568,-84.395957,1,14,15,True,False,True,False,True
89195,AE 2221R A,Guggenheim Aerospace 442,33.771771,-84.395796,1,18,20,False,True,False,False,False
91350,AE 2221R B,Guggenheim Aerospace 442,33.771771,-84.395796,1,18,20,True,False,False,False,False
89427,AE 2355 A,Guggenheim Aerospace 244,33.771771,-84.395796,8,17,18,False,True,False,False,False
82084,AE 2355 A01,Guggenheim Aerospace 244,33.771771,-84.395796,8,18,21,False,True,False,True,False
89242,AE 2610 A,Boggs B5,33.776085,-84.400181,130,12,13,False,False,True,False,False
85447,AE 2610 A01,Engineering Sci and Mechanics G4,33.772114,-84.395289,12,15,17,True,False,False,False,False
85448,AE 2610 A02,Engineering Sci and Mechanics G4,33.772114,-84.395289,12,15,17,False,True,False,False,False
85449,AE 2610 A03,Engineering Sci and Mechanics G4,33.772114,-84.395289,12,15,17,False,False,True,False,False
85450,AE 2610 A04,Engineering Sci and Mechanics G4,33.772114,-84.395289,10,15,17,False,False,False,True,False
85451,AE 2610 A05,Engineering Sci and Mechanics G4,33.772114,-84.395289,12,15,17,False,False,False,False,True
91701,AE 2610 A06,Engineering Sci and Mechanics G4,33.772114,-84.395289,12,18,20,True,False,False,False,False
91702,AE 2610 A07,Engineering Sci and Mechanics G4,33.772114,-84.395289,13,18,20,False,True,False,False,False
91705,AE 2610 A08,Engineering Sci and Mechanics G4,33.772114,-84.395289,13,18,20,False,False,True,False,False
91706,AE 2610 A09,Engineering Sci and Mechanics G4,33.772114,-84.395289,12,18,20,False,False,False,True,False
91707,AE 2610 A10,Engineering Sci and Mechanics G4,33.772114,-84.395289,11,18,20,False,False,False,False,True
93005,AE 2610 A11,Engineering Sci and Mechanics G4,33.772114,-84.395289,11,8,10,False,False,False,True,False
93006,AE 2610 A12,Engineering Sci and Mechanics G4,33.772114,-84.395289,0,12,14,False,False,False,False,True
85464,AE 2611 A,Boggs B5,33.776085,-84.400181,128,12,13,False,False,False,False,True
86085,AE 3030 A,Van Leer C341,33.776065,-84.397116,31,8,10,False,False,True,False,True
86086,AE 3030 B,Guggenheim Aerospace 442,33.771771,-84.395796,92,8,10,False,True,False,True,False
91699,AE 3030R A,Guggenheim Aerospace 442,33.771771,-84.395796,31,17,18,False,False,True,False,False
91700,AE 3030R B,Guggenheim Aerospace 442,33.771771,-84.395796,82,17,18,False,True,False,False,False
86095,AE 3330 A,Guggenheim Aerospace 442,33.771771,-84.395796,86,11,12,True,False,True,False,False
86088,AE 3330 B,Klaus Advanced Computing 2456,33.777107,-84.395817,41,12,14,False,True,False,True,False
86633,AE 3340 A,Weber SST III 1,33.772949,-84.396066,112,11,12,True,False,True,False,False
89441,AE 3355 A,Guggenheim Aerospace 244,33.771771,-84.395796,10,17,18,False,True,False,False,False
82085,AE 3355 A01,Guggenheim Aerospace 244,33.771771,-84.395796,10,18,21,False,True,False,True,False
86090,AE 3530 A,Guggenheim Aerospace 442,33.771771,-84.395796,80,12,14,False,True,False,True,False
86634,AE 3531 A,College of Computing 17,33.777576,-84.397352,58,14,15,False,False,True,False,True
90323,AE 3531 C,College of Computing 17,33.777576,-84.397352,23,15,17,False,True,False,True,False
89245,AE 3610 A,Boggs B5,33.776085,-84.400181,106,12,13,True,False,False,False,False
89248,AE 3610 A01,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,15,17,False,True,False,False,False
89268,AE 3610 A02,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,15,17,False,False,True,False,False
89269,AE 3610 A03,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,15,17,False,False,False,True,False
89271,AE 3610 A04,Engineering Sci and Mechanics G2,33.772114,-84.395289,4,15,17,False,False,False,False,True
89272,AE 3610 A05,Engineering Sci and Mechanics G2,33.772114,-84.395289,6,15,17,True,False,False,False,False
89273,AE 3610 A06,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,12,14,False,True,False,False,False
89274,AE 3610 A07,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,12,14,False,False,False,True,False
89276,AE 3610 A08,Engineering Sci and Mechanics G2,33.772114,-84.395289,3,18,20,False,True,False,False,False
89278,AE 3610 A09,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,18,20,False,False,True,False,False
89279,AE 3610 A10,Engineering Sci and Mechanics G2,33.772114,-84.395289,6,18,20,False,False,False,True,False
91653,AE 3610 A12,Engineering Sci and Mechanics G2,33.772114,-84.395289,4,8,10,False,False,True,False,False
91654,AE 3610 A13,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,8,10,False,False,False,True,False
91655,AE 3610 A14,Engineering Sci and Mechanics G2,33.772114,-84.395289,3,8,10,False,False,False,False,True
91656,AE 3610 A15,Engineering Sci and Mechanics G2,33.772114,-84.395289,8,12,14,False,False,True,False,False
91657,AE 3610 A16,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,12,14,False,False,False,False,True
91658,AE 3610 A17,Engineering Sci and Mechanics G2,33.772114,-84.395289,7,18,20,True,False,False,False,False
91659,AE 3610 A18,Engineering Sci and Mechanics G2,33.772114,-84.395289,3,18,20,False,False,False,False,True
93007,AE 3610 A19,Engineering Sci and Mechanics G2,33.772114,-84.395289,6,8,10,False,True,False,False,False
88210,AE 4040 A,Skiles 249,33.773568,-84.395957,60,12,13,True,False,True,False,True
90199,AE 4071 A,Clough UG Learning Commons 423,33.774909,-84.396404,23,17,18,False,True,False,True,False
89428,AE 4341 A,Guggenheim Aerospace 442,33.771771,-84.395796,34,14,15,True,False,True,False,False
86635,AE 4341 A01,Guggenheim Aerospace 442,33.771771,-84.395796,34,15,18,True,False,False,False,False
90236,AE 4341 IP,Guggenheim Aerospace 442,33.771771,-84.395796,0,14,15,True,False,True,False,False
90238,AE 4341 IP1,Guggenheim Aerospace 442,33.771771,-84.395796,0,15,18,True,False,False,False,False
89433,AE 4342 A,Guggenheim Aerospace 442,33.771771,-84.395796,77,14,15,False,True,False,True,False
86636,AE 4342 A01,Weber SST III 2,33.772949,-84.396066,77,18,21,False,True,False,False,False
89911,AE 4342 IP,Guggenheim Aerospace 442,33.771771,-84.395796,1,14,15,False,True,False,True,False
86752,AE 4342 IP1,Weber SST III 2,33.772949,-84.396066,1,18,21,False,True,False,False,False
89443,AE 4343 A,Guggenheim Aerospace 246,33.771771,-84.395796,11,14,15,False,True,False,True,False
87703,AE 4343 A01,Clough UG Learning Commons 123,33.774909,-84.396404,11,15,18,False,False,True,False,False
90237,AE 4343 IP,Guggenheim Aerospace 246,33.771771,-84.395796,0,14,15,False,True,False,True,False
90239,AE 4343 IP1,Clough UG Learning Commons 123,33.774909,-84.396404,0,15,18,False,False,True,False,False
89442,AE 4355 A,Guggenheim Aerospace 244,33.771771,-84.395796,7,17,18,False,True,False,False,False
82086,AE 4355 A01,Guggenheim Aerospace 244,33.771771,-84.395796,7,18,21,False,True,False,True,False
93753,AE 4361 A,Engineering Sci and Mechanics 202,33.772114,-84.395289,24,15,17,False,True,False,True,False
80003,AE 4451 A,Guggenheim Aerospace 442,33.771771,-84.395796,73,15,17,False,True,False,True,False
81898,AE 4451 B,Guggenheim Aerospace 442,33.771771,-84.395796,69,12,13,True,False,True,False,True
86637,AE 4531 A,Mason 5134,33.776764,-84.39844,50,9,11,False,True,False,True,False
86638,AE 4532 A,Mason 1133,33.776764,-84.39844,74,14,15,True,False,True,False,True
89280,AE 4610 A,Weber SST III 1,33.772949,-84.396066,109,11,12,False,False,False,False,True
89281,AE 4610 A01,Engineering Sci and Mechanics G1,33.772114,-84.395289,20,15,17,True,False,False,False,False
89282,AE 4610 A02,Engineering Sci and Mechanics G1,33.772114,-84.395289,17,15,17,False,True,False,False,False
89283,AE 4610 A03,Engineering Sci and Mechanics G1,33.772114,-84.395289,20,15,17,False,False,True,False,False
89284,AE 4610 A04,Engineering Sci and Mechanics G1,33.772114,-84.395289,19,15,17,False,False,False,True,False
89285,AE 4610 A05,Engineering Sci and Mechanics G1,33.772114,-84.395289,20,15,17,False,False,False,False,True
89286,AE 4610 A06,Engineering Sci and Mechanics G1,33.772114,-84.395289,13,18,20,False,True,False,False,False
93367,AE 4760 A,College of Computing 52,33.777576,-84.397352,14,15,17,False,True,False,True,False
90650,AE 4803 HAR,Weber SST III 1,33.772949,-84.396066,22,9,11,True,False,True,False,False
87234,AE 4803 PRO,Guggenheim Aerospace 244,33.771771,-84.395796,31,15,17,False,True,False,True,False
89197,AE 4803 ROB,Guggenheim Aerospace 244,33.771771,-84.395796,34,15,16,True,False,True,False,True
91882,AE 4803 SLD,Guggenheim Aerospace 244,33.771771,-84.395796,26,12,14,False,True,False,True,False
81327,AE 6009 A,Clough UG Learning Commons 102,33.774909,-84.396404,63,12,13,True,False,True,False,True
85732,AE 6114 A,Clough UG Learning Commons 423,33.774909,-84.396404,44,9,11,False,True,False,True,False
90566,AE 6230 B,Allen Sustainable Education 110,33.77622,-84.397959,33,14,15,False,True,False,True,False
92514,AE 6333 B,Engineering Sci and Mechanics 212,33.772114,-84.395289,14,14,17,False,False,False,False,True
81590,AE 6343 A,Weber SST III 1,33.772949,-84.396066,108,14,17,False,False,False,False,True
82365,AE 6353 A,Manufacture Rel Discip Complex 2404,33.777187,-84.400484,90,8,9,True,False,True,False,True
81689,AE 6372 A,Klaus Advanced Computing 1456,33.777107,-84.395817,46,15,17,False,True,False,True,False
89437,AE 6373 A,Klaus Advanced Computing 1456,33.777107,-84.395817,97,15,17,True,False,False,False,False
81688,AE 6373 A01,Klaus Advanced Computing 1456,33.777107,-84.395817,97,15,18,False,False,True,False,False
94518,AE 6373 B,Engineering Sci and Mechanics 201,33.772114,-84.395289,6,15,17,True,False,False,False,False
81690,AE 6383 MAV,Manufacture Rel Discip Complex 2404,33.777187,-84.400484,96,12,15,False,False,False,True,False
90202,AE 6393 A,Weber SST III 1,33.772949,-84.396066,102,17,18,False,True,False,True,False
93274,AE 6503 A,Engineering Sci and Mechanics 212,33.772114,-84.395289,24,12,14,False,True,False,True,False
85733,AE 6530 A,Engineering Sci and Mechanics 212,33.772114,-84.395289,30,11,12,True,False,True,False,True
93276,AE 6551 A,Klaus Advanced Computing 1207,33.777107,-84.395817,23,11,12,False,False,True,False,True
89572,AE 6705 A,College of Computing 101,33.777576,-84.397352,20,12,14,False,True,False,True,False
90253,AE 6705 A01,College of Computing 30,33.777576,-84.397352,20,18,21,False,False,False,False,True
88372,AE 6760 A,Allen Sustainable Education 110,33.77622,-84.397959,19,12,14,False,True,False,True,False
80005,AE 6765 A,Weber SST III 1,33.772949,-84.396066,52,17,19,True,False,True,False,False
89600,AE 7741 A,Instructional Center 205,33.775587,-84.401213,3,11,12,False,False,True,False,False
85071,AE 7785 HC,Klaus Advanced Computing 2443,33.777107,-84.395817,7,12,13,True,False,True,False,True
92700,AE 8002 A,Weber SST III 1,33.772949,-84.396066,113,15,16,False,True,False,False,False
90565,AE 8803 RAL,Clough UG Learning Commons 423,33.774909,-84.396404,17,17,18,False,True,False,True,False
90850,AE 8803 SCW,Clough UG Learning Commons 127,33.774909,-84.396404,2,8,11,False,False,False,False,True
91883,AE 8803 SLD,Guggenheim Aerospace 244,33.771771,-84.395796,5,12,14,False,True,False,True,False
93612,AE 8803 VAM,Klaus Advanced Computing 2447,33.777107,-84.395817,25,14,15,False,True,False,True,False
93858,AE 8883 L01,Guggenheim Aerospace 246,33.771771,-84.395796,29,17,18,True,False,True,False,False
93857,AE 8883 LIG,College of Computing 52,33.777576,-84.397352,29,14,15,True,False,True,False,False
86924,AS 1110 A1,O'Keefe 202,33.779177,-84.392196,47,8,9,False,False,False,True,False
86925,AS 2210 A1,O'Keefe 202,33.779177,-84.392196,37,8,9,False,True,False,False,False
86926,AS 3310 A1,O'Keefe 202,33.779177,-84.392196,15,8,9,False,True,False,True,False
86927,AS 4410 A1,O'Keefe 202,33.779177,-84.392196,16,8,9,False,True,False,True,False
85161,APPH 1040 A,Clough UG Learning Commons 144,33.774909,-84.396404,250,12,13,True,False,True,False,False
86876,APPH 1040 B,Clough UG Learning Commons 144,33.774909,-84.396404,247,14,15,True,False,True,False,False
92994,APPH 1040 D,Clough UG Learning Commons 144,33.774909,-84.396404,249,17,19,True,False,False,False,False
84640,APPH 1040 E,Clough UG Learning Commons 144,33.774909,-84.396404,248,14,16,False,False,False,False,True
91820,APPH 1040 F,Scheller College of Business 100,33.776533,-84.387765,250,11,13,False,False,False,False,True
84641,APPH 1040 J,Howey Physics L4,33.777622,-84.398785,249,12,13,False,True,False,True,False
89339,APPH 1050 A,Paper Tricentennial 109,33.780983,-84.404516,173,9,10,False,True,False,False,False
89350,APPH 1050 B,Paper Tricentennial 109,33.780983,-84.404516,150,9,10,False,False,False,True,False
93590,APPH 1050 C,D.M. Smith 105,33.773801,-84.395122,122,9,10,False,False,False,False,True
92993,APPH 1060 B,Instructional Center 105,33.775587,-84.401213,50,14,15,False,True,False,True,False
91740,APPH 1060 HP,Curran Street Deck 210,33.779495,-84.405633,49,12,13,False,True,False,True,False
93593,APPH 6231 B,Ford Environmental Sci & Tech L1175,33.779004,-84.395849,14,17,18,True,False,True,False,False
93404,APPH 6238 A,Cherry Emerson 204,33.778011,-84.397065,3,9,10,True,False,True,False,True
84698,APPH 6400 A,Howey Physics L3,33.777622,-84.398785,23,14,15,False,True,False,True,False
88239,APPH 8803 A,Ford Environmental Sci & Tech L1205,33.779004,-84.395849,3,11,12,True,False,True,False,True
88269,ARBC 1001 A,Clough UG Learning Commons 272,33.774909,-84.396404,25,12,14,True,False,True,False,False
89876,ARBC 1001 B,Guggenheim Aerospace 244,33.771771,-84.395796,20,14,15,True,False,True,False,False
82988,ARBC 2001 A,Clough UG Learning Commons 280,33.774909,-84.396404,15,9,11,True,False,True,False,False
89831,ARBC 3401 A,Skiles 314,33.773568,-84.395957,18,15,17,True,False,True,False,False
93408,ARBC 3401 B,Skiles 268,33.773568,-84.395957,15,14,15,True,False,True,False,False
91725,ARBC 3420 A,Clough UG Learning Commons 125,33.774909,-84.396404,6,15,17,False,True,False,True,False
87678,ARCH 1060 MR,Mason 1133,33.776764,-84.39844,70,9,11,False,False,True,False,True
80360,ARCH 2111 DW,East Architecture 123,33.776177,-84.395459,29,8,9,False,True,False,True,False
81705,ARCH 2111 DW1,East Architecture 123,33.776177,-84.395459,72,8,9,False,True,False,True,False
80116,ARCH 2211 CR,Ford Environmental Sci & Tech L1255,33.779004,-84.395849,87,9,11,False,True,False,True,False
90829,ARCH 3010 JP,Mason 1133,33.776764,-84.39844,56,14,15,False,True,False,True,False
85670,ARCH 3231 YE,Klaus Advanced Computing 2456,33.777107,-84.395817,65,9,11,True,False,True,False,False
94521,ARCH 4140 SB,Clough UG Learning Commons 280,33.774909,-84.396404,0,8,9,False,True,False,True,False
93836,ARCH 4227 FP,D.M. Smith 208,33.773801,-84.395122,7,11,12,True,False,True,False,False
85552,ARCH 4315 RP,East Architecture 123,33.776177,-84.395459,6,17,18,False,True,False,True,False
92324,ARCH 4316 GJ,Van Leer C457,33.776065,-84.397116,3,15,17,False,True,False,True,False
84736,ARCH 4803 AE,Molecular Sciences and Engr 1224,33.779836,-84.396666,7,14,15,False,True,False,True,False
88456,ARCH 4803 CZ,Clough UG Learning Commons 102,33.774909,-84.396404,11,18,21,False,True,False,False,False
88851,ARCH 4803 EDJ,Clough UG Learning Commons 129,33.774909,-84.396404,0,18,21,False,True,False,False,False
92566,ARCH 4803 PY,Clough UG Learning Commons 127,33.774909,-84.396404,2,8,11,False,False,False,False,True
91722,ARCH 4823 HO1,West Architecture 260,33.776076,-84.396114,0,18,20,False,True,False,True,False
92568,ARCH 4823 SB1,Skiles 256,33.773568,-84.395957,3,15,17,False,True,False,True,False
94033,ARCH 4833 GM1,West Architecture 359,33.776076,-84.396114,12,18,21,False,False,False,True,False
91719,ARCH 4833 HD2,Clough UG Learning Commons 129,33.774909,-84.396404,4,9,11,False,True,False,True,False
91929,ARCH 4833 IB1,Howey Physics L4,33.777622,-84.398785,0,8,9,True,False,True,False,False
93940,ARCH 4833 JH,Kendeda 118,33.778759,-84.399597,7,8,9,False,True,False,True,False
87680,ARCH 4833 JL,Howey Physics S104,33.777622,-84.398785,9,18,20,False,True,False,True,False
92016,ARCH 4833 MC1,East Architecture 309,33.776177,-84.395459,1,11,12,True,False,True,False,False
88501,ARCH 4833 TM,West Architecture 258,33.776076,-84.396114,3,15,17,False,True,False,True,False
89360,ARCH 6039 A,East Architecture 123,33.776177,-84.395459,1,12,15,True,False,False,False,False
90843,ARCH 6039 FP,East Architecture 107,33.776177,-84.395459,8,12,15,True,False,False,False,False
94524,ARCH 6039 HH,West Architecture 258,33.776076,-84.396114,8,12,15,True,False,False,False,False
92464,ARCH 6049 AE,East Architecture 309,33.776177,-84.395459,12,12,15,True,False,False,False,False
94012,ARCH 6100 EDJ,East Architecture 107,33.776177,-84.395459,5,18,21,False,False,False,True,False
87196,ARCH 6105 DW2,East Architecture 123,33.776177,-84.395459,16,8,9,False,True,False,True,False
83123,ARCH 6151 EDJ,Clough UG Learning Commons 129,33.774909,-84.396404,18,18,21,False,True,False,False,False
93837,ARCH 6227 FP,D.M. Smith 208,33.773801,-84.395122,1,11,12,True,False,True,False,False
84144,ARCH 6229 CR,Ford Environmental Sci & Tech L1255,33.779004,-84.395849,6,9,11,False,True,False,True,False
84145,ARCH 6242 TM,West Architecture 258,33.776076,-84.396114,11,15,17,False,True,False,True,False
88455,ARCH 6271 YB,Clough UG Learning Commons 102,33.774909,-84.396404,12,18,21,False,True,False,False,False
86952,ARCH 6303 MD1,D.M. Smith 15,33.773801,-84.395122,3,14,15,False,True,False,True,False
92313,ARCH 6313 GJ,Van Leer C457,33.776065,-84.397116,9,15,17,False,True,False,True,False
85551,ARCH 6315 RP,East Architecture 123,33.776177,-84.395459,102,17,18,False,True,False,True,False
94274,ARCH 6352 DJ,East Architecture 107,33.776177,-84.395459,1,18,21,False,False,False,True,False
86180,ARCH 6352 EDJ,Clough UG Learning Commons 129,33.774909,-84.396404,1,18,21,False,True,False,False,False
94232,ARCH 6352 FP,D.M. Smith 208,33.773801,-84.395122,0,11,12,True,False,True,False,False
87809,ARCH 6352 MC,East Architecture 309,33.776177,-84.395459,10,11,12,True,False,True,False,False
92567,ARCH 6352 SB,Skiles 256,33.773568,-84.395957,1,15,17,False,True,False,True,False
86320,ARCH 6508 AE,Molecular Sciences and Engr 1224,33.779836,-84.396666,13,14,15,False,True,False,True,False
86175,ARCH 6531 DE,Klaus Advanced Computing 2456,33.777107,-84.395817,9,9,11,True,False,True,False,False
90841,ARCH 7030 EH,West Architecture 359,33.776076,-84.396114,29,11,12,True,False,True,False,False
92468,ARCH 7030 YO,West Architecture 358,33.776076,-84.396114,43,11,12,True,False,True,False,False
90003,ARCH 7350 SB,Clough UG Learning Commons 280,33.774909,-84.396404,7,8,9,False,True,False,True,False
92565,ARCH 8803 PY,Clough UG Learning Commons 127,33.774909,-84.396404,2,8,11,False,False,False,False,True
90805,ARCH 8823 SB,Skiles 256,33.773568,-84.395957,3,15,17,False,True,False,True,False
94055,ARCH 8833 DUM,East Architecture 123,33.776177,-84.395459,0,18,21,False,False,False,False,True
92021,ARCH 8833 HD3,Clough UG Learning Commons 129,33.774909,-84.396404,9,9,11,False,True,False,True,False
89367,ARCH 8833 IB1,Howey Physics L4,33.777622,-84.398785,75,8,9,True,False,True,False,False
89506,ARCH 8833 JL,Howey Physics S104,33.777622,-84.398785,4,18,20,False,True,False,True,False
86765,ARCH 8833 MC,East Architecture 309,33.776177,-84.395459,2,11,12,True,False,True,False,False
86686,ARCH 8833 RV,West Architecture 359,33.776076,-84.396114,5,18,21,False,False,False,True,False
91721,ARCH 8833 VC,East Architecture 207,33.776177,-84.395459,0,8,11,False,False,False,False,True
89368,ARCH 8873 A,Manufacture Rel Discip Complex 2404,33.777187,-84.400484,50,12,14,False,True,False,False,False
92976,BIOS 1107 A,Clough UG Learning Commons 152,33.774909,-84.396404,295,11,12,True,False,True,False,True
94126,BIOS 1107 B,Klaus Advanced Computing 1456,33.777107,-84.395817,64,8,9,True,False,True,False,True
93544,BIOS 1107L A1,Clough UG Learning Commons 481,33.774909,-84.396404,24,12,15,True,False,False,False,False
93553,BIOS 1107L A10,Clough UG Learning Commons 481,33.774909,-84.396404,23,15,18,False,False,False,True,False
93554,BIOS 1107L A11,Clough UG Learning Commons 483,33.774909,-84.396404,24,12,15,False,True,False,False,False
94077,BIOS 1107L A12,Clough UG Learning Commons 483,33.774909,-84.396404,24,12,15,False,False,True,False,False
93545,BIOS 1107L A2,Clough UG Learning Commons 483,33.774909,-84.396404,24,15,18,False,True,False,False,False
93546,BIOS 1107L A3,Clough UG Learning Commons 481,33.774909,-84.396404,24,15,18,True,False,False,False,False
93547,BIOS 1107L A4,Clough UG Learning Commons 483,33.774909,-84.396404,10,15,18,False,False,True,False,False
93548,BIOS 1107L A5,Clough UG Learning Commons 481,33.774909,-84.396404,14,12,15,False,True,False,False,False
93549,BIOS 1107L A6,Clough UG Learning Commons 481,33.774909,-84.396404,14,15,18,False,True,False,False,False
93550,BIOS 1107L A7,Clough UG Learning Commons 481,33.774909,-84.396404,24,12,15,False,False,True,False,False
93551,BIOS 1107L A8,Clough UG Learning Commons 481,33.774909,-84.396404,13,15,18,False,False,True,False,False
93552,BIOS 1107L A9,Clough UG Learning Commons 481,33.774909,-84.396404,23,12,15,False,False,False,True,False
94127,BIOS 1107L B01,Clough UG Learning Commons 483,33.774909,-84.396404,24,12,15,True,False,False,False,False
94128,BIOS 1107L B02,Clough UG Learning Commons 483,33.774909,-84.396404,22,12,15,False,False,False,True,False
94129,BIOS 1107L B03,Clough UG Learning Commons 483,33.774909,-84.396404,23,15,18,False,False,False,True,False
94203,BIOS 1107L B04,Clough UG Learning Commons 483,33.774909,-84.396404,19,15,18,True,False,False,False,False
93789,BIOS 1107L EX5,Clough UG Learning Commons 481,33.774909,-84.396404,10,12,15,False,True,False,False,False
93790,BIOS 1107L EX6,Clough UG Learning Commons 481,33.774909,-84.396404,10,15,18,False,True,False,False,False
93791,BIOS 1107L EX8,Clough UG Learning Commons 481,33.774909,-84.396404,9,15,18,False,False,True,False,False
92977,BIOS 1107R A,Clough UG Learning Commons 152,33.774909,-84.396404,114,18,19,False,True,False,False,False
94224,BIOS 1107R B,Clough UG Learning Commons 152,33.774909,-84.396404,10,18,19,False,True,False,False,False
92978,BIOS 1108 A,Howey Physics L1,33.777622,-84.398785,247,8,9,True,False,True,False,True
93555,BIOS 1108L A1,Clough UG Learning Commons 473,33.774909,-84.396404,23,12,15,True,False,False,False,False
94086,BIOS 1108L A10,Clough UG Learning Commons 487,33.774909,-84.396404,20,12,15,False,False,False,True,False
94089,BIOS 1108L A11,Clough UG Learning Commons 487,33.774909,-84.396404,20,15,18,False,False,True,False,False
93556,BIOS 1108L A2,Clough UG Learning Commons 473,33.774909,-84.396404,24,15,18,True,False,False,False,False
93557,BIOS 1108L A3,Clough UG Learning Commons 473,33.774909,-84.396404,24,12,15,False,True,False,False,False
93558,BIOS 1108L A4,Clough UG Learning Commons 473,33.774909,-84.396404,23,15,18,False,True,False,False,False
93559,BIOS 1108L A5,Clough UG Learning Commons 473,33.774909,-84.396404,23,12,15,False,False,True,False,False
93560,BIOS 1108L A6,Clough UG Learning Commons 473,33.774909,-84.396404,23,15,18,False,False,True,False,False
93561,BIOS 1108L A7,Clough UG Learning Commons 473,33.774909,-84.396404,24,12,15,False,False,False,True,False
93563,BIOS 1108L A8,Clough UG Learning Commons 487,33.774909,-84.396404,20,15,18,False,False,False,True,False
93562,BIOS 1108L A9,Clough UG Learning Commons 473,33.774909,-84.396404,23,15,18,False,False,False,True,False
92979,BIOS 1108R A,College of Computing 16,33.777576,-84.397352,108,18,19,False,True,False,False,False
89202,BIOS 1207 A,College of Computing 17,33.777576,-84.397352,85,9,10,True,False,True,False,True
90146,BIOS 1207L A1,Clough UG Learning Commons 475,33.774909,-84.396404,18,12,15,True,False,False,False,False
90147,BIOS 1207L A2,Clough UG Learning Commons 475,33.774909,-84.396404,24,15,18,True,False,False,False,False
90148,BIOS 1207L A3,Clough UG Learning Commons 475,33.774909,-84.396404,20,12,15,False,False,True,False,False
90149,BIOS 1207L A4,Clough UG Learning Commons 475,33.774909,-84.396404,23,15,18,False,False,True,False,False
91351,BIOS 1207R A,College of Computing 17,33.777576,-84.397352,63,18,19,False,True,False,False,False
89204,BIOS 1220 A,Instructional Center 105,33.775587,-84.401213,70,9,11,False,True,False,True,False
90143,BIOS 1220 A1,Clough UG Learning Commons 487,33.774909,-84.396404,24,12,15,True,False,False,False,False
90144,BIOS 1220 A2,Clough UG Learning Commons 487,33.774909,-84.396404,23,15,18,True,False,False,False,False
90145,BIOS 1220 A3,Clough UG Learning Commons 487,33.774909,-84.396404,23,12,15,False,True,False,False,False
93591,BIOS 1220R A,Kendeda 210,33.778759,-84.399597,18,18,19,True,False,False,False,False
89206,BIOS 2300 A,Boggs B9,33.776085,-84.400181,120,11,12,True,False,True,False,True
